Grafo,Fuente,Sumidero,Media,Mediana,DesvStd,FlujoMax,Grado,CoefAg,CentCer,CentCag,Excentricidad,PageRag
Grafo5,8,5,0.018,0.0195,0.0024,13,3,0,0.4524,0.034,4,0.0393
Grafo5,8,6,0.0461,0.045,0.0058,24,3,0,0.4524,0.034,4,0.0393
Grafo5,8,7,0.0364,0.0405,0.0128,33,3,0,0.4524,0.034,4,0.0393
Grafo5,8,9,0.0416,0.044,0.0065,33,3,0,0.4524,0.034,4,0.0393
Grafo5,8,10,0.0196,0.02,0.0022,33,3,0,0.4524,0.034,4,0.0393
Grafo5,8,11,0.0292,0.0232,0.0145,33,3,0,0.4524,0.034,4,0.0393
Grafo5,8,12,0.0188,0.02,0.0027,33,3,0,0.4524,0.034,4,0.0393
Grafo5,8,13,0.0196,0.02,0.0027,33,3,0,0.4524,0.034,4,0.0393
Grafo5,8,14,0.0601,0.0565,0.0383,33,3,0,0.4524,0.034,4,0.0393
Grafo5,8,15,0.022,0.0188,0.0116,33,3,0,0.4524,0.034,4,0.0393
Grafo5,8,16,0.0228,0.024,0.0021,33,3,0,0.4524,0.034,4,0.0393
Grafo5,8,17,0.0244,0.024,0.0033,23,3,0,0.4524,0.034,4,0.0393
Grafo5,8,18,0.0224,0.02,0.0045,24,3,0,0.4524,0.034,4,0.0393
Grafo5,8,19,0.026,0.02,0.0091,33,3,0,0.4524,0.034,4,0.0393
Grafo5,9,0,0.0276,0.028,0.0019,65,6,0.0667,0.5588,0.1574,3,0.0741
Grafo5,9,1,0.0297,0.0273,0.0103,46,6,0.0667,0.5588,0.1574,3,0.0741
Grafo5,9,2,0.081,0.0423,0.0625,47,6,0.0667,0.5588,0.1574,3,0.0741
Grafo5,9,3,0.074,0.0641,0.0431,43,6,0.0667,0.5588,0.1574,3,0.0741
Grafo5,9,4,0.0283,0.0193,0.0215,12,6,0.0667,0.5588,0.1574,3,0.0741
Grafo5,9,5,0.021,0.0183,0.0067,13,6,0.0667,0.5588,0.1574,3,0.0741
Grafo5,9,6,0.0248,0.024,0.0055,24,6,0.0667,0.5588,0.1574,3,0.0741
Grafo5,9,7,0.0617,0.052,0.0361,33,6,0.0667,0.5588,0.1574,3,0.0741
Grafo5,9,8,0.0211,0.02,0.0017,33,6,0.0667,0.5588,0.1574,3,0.0741
Grafo5,9,10,0.0447,0.034,0.0192,65,6,0.0667,0.5588,0.1574,3,0.0741
Grafo5,9,11,0.0508,0.057,0.0238,49,6,0.0667,0.5588,0.1574,3,0.0741
Grafo5,9,12,0.0889,0.0461,0.0647,68,6,0.0667,0.5588,0.1574,3,0.0741
Grafo5,9,13,0.0432,0.034,0.0237,72,6,0.0667,0.5588,0.1574,3,0.0741
Grafo5,9,14,0.0752,0.0721,0.0176,44,6,0.0667,0.5588,0.1574,3,0.0741
Grafo5,9,15,0.036,0.032,0.0112,72,6,0.0667,0.5588,0.1574,3,0.0741
Grafo5,9,16,0.0222,0.0216,0.002,36,6,0.0667,0.5588,0.1574,3,0.0741
Grafo5,9,17,0.0478,0.0445,0.0201,23,6,0.0667,0.5588,0.1574,3,0.0741
Grafo5,9,18,0.032,0.0237,0.0227,24,6,0.0667,0.5588,0.1574,3,0.0741
Grafo5,9,19,0.0917,0.0823,0.0365,55,6,0.0667,0.5588,0.1574,3,0.0741
Grafo5,10,0,0.0456,0.0321,0.0203,65,5,0.3,0.5135,0.0699,3,0.0602
Grafo5,10,1,0.0316,0.032,0.0024,46,5,0.3,0.5135,0.0699,3,0.0602
Grafo5,10,2,0.0596,0.0468,0.0252,47,5,0.3,0.5135,0.0699,3,0.0602
Grafo5,10,3,0.1052,0.0783,0.0652,43,5,0.3,0.5135,0.0699,3,0.0602
Grafo5,10,4,0.0176,0.0168,0.0017,12,5,0.3,0.5135,0.0699,3,0.0602
Grafo5,10,5,0.016,0.016,0.0018,13,5,0.3,0.5135,0.0699,3,0.0602
Grafo5,10,6,0.0212,0.02,0.0022,24,5,0.3,0.5135,0.0699,3,0.0602
Grafo5,10,7,0.0236,0.024,0.002,33,5,0.3,0.5135,0.0699,3,0.0602
Grafo5,10,8,0.0276,0.0225,0.0128,33,5,0.3,0.5135,0.0699,3,0.0602
Grafo5,10,9,0.0452,0.038,0.0179,65,5,0.3,0.5135,0.0699,3,0.0602
Grafo5,10,11,0.048,0.0523,0.0178,49,5,0.3,0.5135,0.0699,3,0.0602
Grafo5,10,12,0.041,0.032,0.0207,65,5,0.3,0.5135,0.0699,3,0.0602
Grafo5,10,13,0.0328,0.032,0.008,65,5,0.3,0.5135,0.0699,3,0.0602
Grafo5,10,14,0.07,0.0739,0.0348,44,5,0.3,0.5135,0.0699,3,0.0602
Grafo5,10,15,0.0434,0.0333,0.0189,65,5,0.3,0.5135,0.0699,3,0.0602
Grafo5,10,16,0.058,0.058,0.0051,36,5,0.3,0.5135,0.0699,3,0.0602
Grafo5,10,17,0.018,0.0188,0.0021,23,5,0.3,0.5135,0.0699,3,0.0602
Grafo5,10,18,0.0216,0.0208,0.0024,24,5,0.3,0.5135,0.0699,3,0.0602
Grafo5,10,19,0.0484,0.0361,0.0212,55,5,0.3,0.5135,0.0699,3,0.0602
Grafo5,11,0,0.0409,0.024,0.0333,49,4,0.3333,0.5,0.0509,4,0.0497
Grafo5,11,1,0.0371,0.036,0.0045,46,4,0.3333,0.5,0.0509,4,0.0497
Grafo5,11,2,0.0636,0.056,0.0274,47,4,0.3333,0.5,0.0509,4,0.0497
Grafo5,11,3,0.0808,0.0881,0.0365,43,4,0.3333,0.5,0.0509,4,0.0497
Grafo5,11,4,0.0424,0.0203,0.0349,12,4,0.3333,0.5,0.0509,4,0.0497
Grafo5,11,5,0.0216,0.018,0.0085,13,4,0.3333,0.5,0.0509,4,0.0497
Grafo5,11,6,0.0516,0.052,0.0043,24,4,0.3333,0.5,0.0509,4,0.0497
Grafo5,11,7,0.0353,0.0285,0.0108,33,4,0.3333,0.5,0.0509,4,0.0497
Grafo5,11,8,0.0544,0.0561,0.0237,33,4,0.3333,0.5,0.0509,4,0.0497
Grafo5,11,9,0.0549,0.0641,0.0233,49,4,0.3333,0.5,0.0509,4,0.0497
Grafo5,11,10,0.022,0.021,0.0022,49,4,0.3333,0.5,0.0509,4,0.0497
Grafo5,11,12,0.0236,0.024,0.002,49,4,0.3333,0.5,0.0509,4,0.0497
Grafo5,11,13,0.0228,0.0235,0.0018,49,4,0.3333,0.5,0.0509,4,0.0497
Grafo5,11,14,0.0392,0.0343,0.0115,44,4,0.3333,0.5,0.0509,4,0.0497
Grafo5,11,15,0.0338,0.024,0.015,49,4,0.3333,0.5,0.0509,4,0.0497
Grafo5,11,16,0.0206,0.02,0.0018,36,4,0.3333,0.5,0.0509,4,0.0497
Grafo5,11,17,0.0212,0.0203,0.0019,23,4,0.3333,0.5,0.0509,4,0.0497
Grafo5,11,18,0.032,0.024,0.0151,24,4,0.3333,0.5,0.0509,4,0.0497
Grafo5,11,19,0.0401,0.0306,0.0184,49,4,0.3333,0.5,0.0509,4,0.0497
Grafo5,12,0,0.0833,0.0948,0.0481,65,6,0.0667,0.5429,0.1166,3,0.0733
Grafo5,12,1,0.04,0.036,0.0115,46,6,0.0667,0.5429,0.1166,3,0.0733
Grafo5,12,2,0.0566,0.064,0.0178,47,6,0.0667,0.5429,0.1166,3,0.0733
Grafo5,12,3,0.0594,0.0486,0.0333,43,6,0.0667,0.5429,0.1166,3,0.0733
Grafo5,12,4,0.0176,0.0168,0.0018,12,6,0.0667,0.5429,0.1166,3,0.0733
Grafo5,12,5,0.0414,0.0381,0.0236,13,6,0.0667,0.5429,0.1166,3,0.0733
Grafo5,12,6,0.0208,0.02,0.0049,24,6,0.0667,0.5429,0.1166,3,0.0733
Grafo5,12,7,0.0236,0.024,0.0022,33,6,0.0667,0.5429,0.1166,3,0.0733
Grafo5,12,8,0.034,0.026,0.0135,33,6,0.0667,0.5429,0.1166,3,0.0733
Grafo5,12,9,0.0436,0.0438,0.0191,68,6,0.0667,0.5429,0.1166,3,0.0733
Grafo5,12,10,0.0531,0.0505,0.0228,65,6,0.0667,0.5429,0.1166,3,0.0733
Grafo5,12,11,0.056,0.0512,0.0303,49,6,0.0667,0.5429,0.1166,3,0.0733
Grafo5,12,13,0.032,0.032,0.0026,68,6,0.0667,0.5429,0.1166,3,0.0733
Grafo5,12,14,0.0333,0.033,0.0021,44,6,0.0667,0.5429,0.1166,3,0.0733
Grafo5,12,15,0.0576,0.0399,0.0337,68,6,0.0667,0.5429,0.1166,3,0.0733
Grafo5,12,16,0.0441,0.0263,0.0242,36,6,0.0667,0.5429,0.1166,3,0.0733
Grafo5,12,17,0.0602,0.0603,0.0201,23,6,0.0667,0.5429,0.1166,3,0.0733
Grafo5,12,18,0.0194,0.02,0.002,24,6,0.0667,0.5429,0.1166,3,0.0733
Grafo5,12,19,0.0521,0.062,0.0194,55,6,0.0667,0.5429,0.1166,3,0.0733
Grafo5,13,0,0.0557,0.0288,0.0398,65,6,0.2,0.5588,0.1258,3,0.071
Grafo5,13,1,0.0693,0.0721,0.0265,46,6,0.2,0.5588,0.1258,3,0.071
Grafo5,13,2,0.0576,0.036,0.0504,47,6,0.2,0.5588,0.1258,3,0.071
Grafo5,13,3,0.0388,0.028,0.0168,43,6,0.2,0.5588,0.1258,3,0.071
Grafo5,13,4,0.0416,0.04,0.0087,12,6,0.2,0.5588,0.1258,3,0.071
Grafo5,13,5,0.0204,0.02,0.0048,13,6,0.2,0.5588,0.1258,3,0.071
Grafo5,13,6,0.0221,0.0223,0.0023,24,6,0.2,0.5588,0.1258,3,0.071
Grafo5,13,7,0.0235,0.024,0.0045,33,6,0.2,0.5588,0.1258,3,0.071
Grafo5,13,8,0.0432,0.048,0.0145,33,6,0.2,0.5588,0.1258,3,0.071
Grafo5,13,9,0.0372,0.036,0.0054,72,6,0.2,0.5588,0.1258,3,0.071
Grafo5,13,10,0.0336,0.0317,0.0077,65,6,0.2,0.5588,0.1258,3,0.071
Grafo5,13,11,0.0278,0.028,0.0029,49,6,0.2,0.5588,0.1258,3,0.071
Grafo5,13,12,0.0438,0.0366,0.0176,68,6,0.2,0.5588,0.1258,3,0.071
Grafo5,13,14,0.0372,0.034,0.0093,44,6,0.2,0.5588,0.1258,3,0.071
Grafo5,13,15,0.0536,0.056,0.0164,72,6,0.2,0.5588,0.1258,3,0.071
Grafo5,13,16,0.0332,0.034,0.0104,36,6,0.2,0.5588,0.1258,3,0.071
Grafo5,13,17,0.0236,0.02,0.0085,23,6,0.2,0.5588,0.1258,3,0.071
Grafo5,13,18,0.0484,0.0468,0.0084,24,6,0.2,0.5588,0.1258,3,0.071
Grafo5,13,19,0.0347,0.035,0.0027,55,6,0.2,0.5588,0.1258,3,0.071
Grafo5,14,0,0.0228,0.02,0.0078,44,5,0,0.4872,0.1477,4,0.0669
Grafo5,14,1,0.0236,0.024,0.0025,44,5,0,0.4872,0.1477,4,0.0669
Grafo5,14,2,0.0382,0.0323,0.0112,44,5,0,0.4872,0.1477,4,0.0669
Grafo5,14,3,0.032,0.032,0.0059,43,5,0,0.4872,0.1477,4,0.0669
Grafo5,14,4,0.0384,0.0364,0.0078,12,5,0,0.4872,0.1477,4,0.0669
Grafo5,14,5,0.0424,0.0263,0.0362,13,5,0,0.4872,0.1477,4,0.0669
Grafo5,14,6,0.0188,0.02,0.0026,24,5,0,0.4872,0.1477,4,0.0669
Grafo5,14,7,0.0208,0.02,0.0022,33,5,0,0.4872,0.1477,4,0.0669
Grafo5,14,8,0.0288,0.03,0.0039,33,5,0,0.4872,0.1477,4,0.0669
Grafo5,14,9,0.0372,0.038,0.0147,44,5,0,0.4872,0.1477,4,0.0669
Grafo5,14,10,0.0581,0.056,0.0379,44,5,0,0.4872,0.1477,4,0.0669
Grafo5,14,11,0.0612,0.0656,0.0266,44,5,0,0.4872,0.1477,4,0.0669
Grafo5,14,12,0.022,0.022,0.0019,44,5,0,0.4872,0.1477,4,0.0669
Grafo5,14,13,0.0236,0.0231,0.0037,44,5,0,0.4872,0.1477,4,0.0669
Grafo5,14,15,0.0588,0.0544,0.0178,44,5,0,0.4872,0.1477,4,0.0669
Grafo5,14,16,0.04,0.0245,0.0278,36,5,0,0.4872,0.1477,4,0.0669
Grafo5,14,17,0.0806,0.0875,0.0342,23,5,0,0.4872,0.1477,4,0.0669
Grafo5,14,18,0.0216,0.02,0.0041,24,5,0,0.4872,0.1477,4,0.0669
Grafo5,14,19,0.0392,0.028,0.0174,44,5,0,0.4872,0.1477,4,0.0669
Grafo5,15,0,0.0544,0.0613,0.0187,65,6,0.1333,0.5135,0.1042,3,0.072
Grafo5,15,1,0.0311,0.032,0.0025,46,6,0.1333,0.5135,0.1042,3,0.072
Grafo5,15,2,0.0412,0.04,0.0045,47,6,0.1333,0.5135,0.1042,3,0.072
Grafo5,15,3,0.0504,0.0358,0.0248,43,6,0.1333,0.5135,0.1042,3,0.072
Grafo5,15,4,0.0248,0.02,0.0094,12,6,0.1333,0.5135,0.1042,3,0.072
Grafo5,15,5,0.0592,0.0521,0.0188,13,6,0.1333,0.5135,0.1042,3,0.072
Grafo5,15,6,0.0308,0.02,0.0162,24,6,0.1333,0.5135,0.1042,3,0.072
Grafo5,15,7,0.034,0.034,0.0136,33,6,0.1333,0.5135,0.1042,3,0.072
Grafo5,15,8,0.0216,0.02,0.0022,33,6,0.1333,0.5135,0.1042,3,0.072
Grafo5,15,9,0.045,0.0348,0.0224,72,6,0.1333,0.5135,0.1042,3,0.072
Grafo5,15,10,0.0468,0.0368,0.0178,65,6,0.1333,0.5135,0.1042,3,0.072
Grafo5,15,11,0.0408,0.03,0.0175,49,6,0.1333,0.5135,0.1042,3,0.072
Grafo5,15,12,0.0484,0.0368,0.0219,68,6,0.1333,0.5135,0.1042,3,0.072
Grafo5,15,13,0.0792,0.088,0.0273,72,6,0.1333,0.5135,0.1042,3,0.072
Grafo5,15,14,0.034,0.034,0.0023,44,6,0.1333,0.5135,0.1042,3,0.072
Grafo5,15,16,0.02,0.02,0.0018,36,6,0.1333,0.5135,0.1042,3,0.072
Grafo5,15,17,0.0228,0.0234,0.0034,23,6,0.1333,0.5135,0.1042,3,0.072
Grafo5,15,18,0.0285,0.0208,0.0153,24,6,0.1333,0.5135,0.1042,3,0.072
Grafo5,15,19,0.0278,0.0259,0.0082,55,6,0.1333,0.5135,0.1042,3,0.072
Grafo5,16,0,0.0168,0.016,0.0017,36,3,0.3333,0.4419,0.0093,3,0.0383
Grafo5,16,1,0.0244,0.024,0.0056,36,3,0.3333,0.4419,0.0093,3,0.0383
Grafo5,16,2,0.0487,0.046,0.0064,36,3,0.3333,0.4419,0.0093,3,0.0383
Grafo5,16,3,0.0205,0.02,0.0021,36,3,0.3333,0.4419,0.0093,3,0.0383
Grafo5,16,4,0.0184,0.0168,0.0037,12,3,0.3333,0.4419,0.0093,3,0.0383
Grafo5,16,5,0.0496,0.03,0.0352,13,3,0.3333,0.4419,0.0093,3,0.0383
Grafo5,16,6,0.0404,0.0304,0.0357,24,3,0.3333,0.4419,0.0093,3,0.0383
Grafo5,16,7,0.03,0.0313,0.0109,33,3,0.3333,0.4419,0.0093,3,0.0383
Grafo5,16,8,0.0232,0.0221,0.007,33,3,0.3333,0.4419,0.0093,3,0.0383
Grafo5,16,9,0.0202,0.02,0.0047,36,3,0.3333,0.4419,0.0093,3,0.0383
Grafo5,16,10,0.0305,0.0203,0.018,36,3,0.3333,0.4419,0.0093,3,0.0383
Grafo5,16,11,0.0395,0.048,0.0156,36,3,0.3333,0.4419,0.0093,3,0.0383
Grafo5,16,12,0.0261,0.022,0.0095,36,3,0.3333,0.4419,0.0093,3,0.0383
Grafo5,16,13,0.0404,0.0395,0.0057,36,3,0.3333,0.4419,0.0093,3,0.0383
Grafo5,16,14,0.0409,0.036,0.0173,36,3,0.3333,0.4419,0.0093,3,0.0383
Grafo5,16,15,0.0578,0.044,0.0268,36,3,0.3333,0.4419,0.0093,3,0.0383
Grafo5,16,17,0.0288,0.0208,0.0169,23,3,0.3333,0.4419,0.0093,3,0.0383
Grafo5,16,18,0.026,0.024,0.0088,24,3,0.3333,0.4419,0.0093,3,0.0383
Grafo5,16,19,0.0649,0.0545,0.0205,36,3,0.3333,0.4419,0.0093,3,0.0383
Grafo5,17,0,0.0204,0.016,0.0107,23,2,0,0.3958,0.0051,4,0.0287
Grafo5,17,1,0.0192,0.02,0.0022,23,2,0,0.3958,0.0051,4,0.0287
Grafo5,17,2,0.0448,0.028,0.0323,23,2,0,0.3958,0.0051,4,0.0287
Grafo5,17,3,0.0437,0.048,0.0223,23,2,0,0.3958,0.0051,4,0.0287
Grafo5,17,4,0.0352,0.04,0.0101,12,2,0,0.3958,0.0051,4,0.0287
Grafo5,17,5,0.0246,0.0208,0.009,13,2,0,0.3958,0.0051,4,0.0287
Grafo5,17,6,0.0208,0.02,0.0025,23,2,0,0.3958,0.0051,4,0.0287
Grafo5,17,7,0.0332,0.024,0.0166,23,2,0,0.3958,0.0051,4,0.0287
Grafo5,17,8,0.03,0.024,0.0122,23,2,0,0.3958,0.0051,4,0.0287
Grafo5,17,9,0.0204,0.0168,0.0066,23,2,0,0.3958,0.0051,4,0.0287
Grafo5,17,10,0.0188,0.0171,0.0048,23,2,0,0.3958,0.0051,4,0.0287
Grafo5,17,11,0.026,0.02,0.0144,23,2,0,0.3958,0.0051,4,0.0287
Grafo5,17,12,0.0337,0.0398,0.0135,23,2,0,0.3958,0.0051,4,0.0287
Grafo5,17,13,0.0256,0.019,0.0113,23,2,0,0.3958,0.0051,4,0.0287
Grafo5,17,14,0.0168,0.016,0.0015,23,2,0,0.3958,0.0051,4,0.0287
Grafo5,17,15,0.0257,0.02,0.0117,23,2,0,0.3958,0.0051,4,0.0287
Grafo5,17,16,0.0244,0.02,0.0089,23,2,0,0.3958,0.0051,4,0.0287
Grafo5,17,18,0.0333,0.0285,0.0129,23,2,0,0.3958,0.0051,4,0.0287
Grafo5,17,19,0.0185,0.019,0.0017,23,2,0,0.3958,0.0051,4,0.0287
Grafo5,18,0,0.0341,0.0398,0.0138,24,2,0,0.413,0.0136,4,0.029
Grafo5,18,1,0.028,0.022,0.0146,24,2,0,0.413,0.0136,4,0.029
Grafo5,18,2,0.05,0.043,0.0261,24,2,0,0.413,0.0136,4,0.029
Grafo5,18,3,0.0553,0.046,0.0373,24,2,0,0.413,0.0136,4,0.029
Grafo5,18,4,0.0488,0.038,0.0239,12,2,0,0.413,0.0136,4,0.029
Grafo5,18,5,0.0585,0.0581,0.021,13,2,0,0.413,0.0136,4,0.029
Grafo5,18,6,0.0236,0.02,0.0104,24,2,0,0.413,0.0136,4,0.029
Grafo5,18,7,0.0411,0.0398,0.016,24,2,0,0.413,0.0136,4,0.029
Grafo5,18,8,0.0208,0.02,0.0017,24,2,0,0.413,0.0136,4,0.029
Grafo5,18,9,0.0334,0.022,0.0217,24,2,0,0.413,0.0136,4,0.029
Grafo5,18,10,0.0313,0.0313,0.0114,24,2,0,0.413,0.0136,4,0.029
Grafo5,18,11,0.0584,0.0443,0.0264,24,2,0,0.413,0.0136,4,0.029
Grafo5,18,12,0.032,0.0218,0.0224,24,2,0,0.413,0.0136,4,0.029
Grafo5,18,13,0.0336,0.028,0.0163,24,2,0,0.413,0.0136,4,0.029
Grafo5,18,14,0.0304,0.026,0.012,24,2,0,0.413,0.0136,4,0.029
Grafo5,18,15,0.0285,0.028,0.0091,24,2,0,0.413,0.0136,4,0.029
Grafo5,18,16,0.0208,0.02,0.0038,24,2,0,0.413,0.0136,4,0.029
Grafo5,18,17,0.0423,0.0415,0.015,23,2,0,0.413,0.0136,4,0.029
Grafo5,18,19,0.0184,0.02,0.0022,24,2,0,0.413,0.0136,4,0.029
Grafo5,19,0,0.0316,0.0235,0.0152,55,5,0.2,0.5278,0.0762,3,0.0607
Grafo5,19,1,0.094,0.1023,0.0363,46,5,0.2,0.5278,0.0762,3,0.0607
Grafo5,19,2,0.0455,0.036,0.0233,47,5,0.2,0.5278,0.0762,3,0.0607
Grafo5,19,3,0.0849,0.074,0.0374,43,5,0.2,0.5278,0.0762,3,0.0607
Grafo5,19,4,0.0173,0.016,0.0022,12,5,0.2,0.5278,0.0762,3,0.0607
Grafo5,19,5,0.0372,0.043,0.0125,13,5,0.2,0.5278,0.0762,3,0.0607
Grafo5,19,6,0.0261,0.02,0.0095,24,5,0.2,0.5278,0.0762,3,0.0607
Grafo5,19,7,0.0392,0.0421,0.016,33,5,0.2,0.5278,0.0762,3,0.0607
Grafo5,19,8,0.02,0.02,0.0018,33,5,0.2,0.5278,0.0762,3,0.0607
Grafo5,19,9,0.0432,0.048,0.0119,55,5,0.2,0.5278,0.0762,3,0.0607
Grafo5,19,10,0.0368,0.032,0.0143,55,5,0.2,0.5278,0.0762,3,0.0607
Grafo5,19,11,0.0285,0.028,0.0023,49,5,0.2,0.5278,0.0762,3,0.0607
Grafo5,19,12,0.0507,0.0511,0.0273,55,5,0.2,0.5278,0.0762,3,0.0607
Grafo5,19,13,0.0456,0.034,0.027,55,5,0.2,0.5278,0.0762,3,0.0607
Grafo5,19,14,0.0312,0.032,0.0017,44,5,0.2,0.5278,0.0762,3,0.0607
Grafo5,19,15,0.0229,0.024,0.0041,55,5,0.2,0.5278,0.0762,3,0.0607
Grafo5,19,16,0.0216,0.021,0.0031,36,5,0.2,0.5278,0.0762,3,0.0607
Grafo5,19,17,0.0328,0.0271,0.0172,23,5,0.2,0.5278,0.0762,3,0.0607
Grafo5,19,18,0.02,0.02,0.0004,24,5,0.2,0.5278,0.0762,3,0.0607
