Grafo,Fuente,Sumidero,Media,Mediana,DesvStd,FlujoMax,Grado,CoefAg,CentCer,CentCag,Excentricidad,PageRag
Grafo3,18,7,0.0356,0.03,0.0176,34,3,0,0.4634,0.0221,4,0.0379
Grafo3,18,8,0.0248,0.022,0.0075,34,3,0,0.4634,0.0221,4,0.0379
Grafo3,18,9,0.0224,0.02,0.0069,34,3,0,0.4634,0.0221,4,0.0379
Grafo3,18,10,0.0505,0.0473,0.0232,34,3,0,0.4634,0.0221,4,0.0379
Grafo3,18,11,0.032,0.032,0.0019,34,3,0,0.4634,0.0221,4,0.0379
Grafo3,18,12,0.0392,0.044,0.0129,34,3,0,0.4634,0.0221,4,0.0379
Grafo3,18,13,0.0512,0.054,0.0213,34,3,0,0.4634,0.0221,4,0.0379
Grafo3,18,14,0.0464,0.0338,0.0188,34,3,0,0.4634,0.0221,4,0.0379
Grafo3,18,15,0.0192,0.02,0.0018,34,3,0,0.4634,0.0221,4,0.0379
Grafo3,18,16,0.028,0.0242,0.0078,34,3,0,0.4634,0.0221,4,0.0379
Grafo3,18,17,0.0332,0.0248,0.0132,34,3,0,0.4634,0.0221,4,0.0379
Grafo3,18,19,0.0753,0.0601,0.0281,34,3,0,0.4634,0.0221,4,0.0379
Grafo3,19,0,0.0232,0.024,0.0024,41,4,0.1667,0.4634,0.047,4,0.0492
Grafo3,19,1,0.041,0.042,0.006,41,4,0.1667,0.4634,0.047,4,0.0492
Grafo3,19,2,0.026,0.024,0.0081,30,4,0.1667,0.4634,0.047,4,0.0492
Grafo3,19,3,0.0264,0.0235,0.009,13,4,0.1667,0.4634,0.047,4,0.0492
Grafo3,19,4,0.0312,0.036,0.0121,10,4,0.1667,0.4634,0.047,4,0.0492
Grafo3,19,5,0.0288,0.0233,0.0121,41,4,0.1667,0.4634,0.047,4,0.0492
Grafo3,19,6,0.054,0.046,0.0228,41,4,0.1667,0.4634,0.047,4,0.0492
Grafo3,19,7,0.0761,0.072,0.0432,41,4,0.1667,0.4634,0.047,4,0.0492
Grafo3,19,8,0.038,0.0257,0.0215,41,4,0.1667,0.4634,0.047,4,0.0492
Grafo3,19,9,0.0625,0.0611,0.0229,41,4,0.1667,0.4634,0.047,4,0.0492
Grafo3,19,10,0.0416,0.0413,0.0143,41,4,0.1667,0.4634,0.047,4,0.0492
Grafo3,19,11,0.0809,0.0798,0.0471,35,4,0.1667,0.4634,0.047,4,0.0492
Grafo3,19,12,0.0488,0.0441,0.0257,34,4,0.1667,0.4634,0.047,4,0.0492
Grafo3,19,13,0.0281,0.028,0.0017,41,4,0.1667,0.4634,0.047,4,0.0492
Grafo3,19,14,0.0277,0.028,0.002,35,4,0.1667,0.4634,0.047,4,0.0492
Grafo3,19,15,0.026,0.0201,0.0081,41,4,0.1667,0.4634,0.047,4,0.0492
Grafo3,19,16,0.0264,0.024,0.0073,41,4,0.1667,0.4634,0.047,4,0.0492
Grafo3,19,17,0.0388,0.0315,0.0139,41,4,0.1667,0.4634,0.047,4,0.0492
Grafo3,19,18,0.0343,0.0258,0.0175,34,4,0.1667,0.4634,0.047,4,0.0492
Grafo4,0,1,0.0444,0.034,0.0238,49,7,0.1429,0.6129,0.0959,2,0.0639
Grafo4,0,2,0.0914,0.0928,0.0301,78,7,0.1429,0.6129,0.0959,2,0.0639
Grafo4,0,3,0.058,0.0538,0.0375,33,7,0.1429,0.6129,0.0959,2,0.0639
Grafo4,0,4,0.0732,0.042,0.0447,54,7,0.1429,0.6129,0.0959,2,0.0639
Grafo4,0,5,0.03,0.028,0.0085,47,7,0.1429,0.6129,0.0959,2,0.0639
Grafo4,0,6,0.0604,0.0525,0.0231,68,7,0.1429,0.6129,0.0959,2,0.0639
Grafo4,0,7,0.044,0.034,0.0203,60,7,0.1429,0.6129,0.0959,2,0.0639
Grafo4,0,8,0.0965,0.0781,0.0587,64,7,0.1429,0.6129,0.0959,2,0.0639
Grafo4,0,9,0.0439,0.042,0.0152,32,7,0.1429,0.6129,0.0959,2,0.0639
Grafo4,0,10,0.0718,0.0621,0.0501,37,7,0.1429,0.6129,0.0959,2,0.0639
Grafo4,0,11,0.1004,0.1031,0.0374,78,7,0.1429,0.6129,0.0959,2,0.0639
Grafo4,0,12,0.0603,0.0501,0.0285,55,7,0.1429,0.6129,0.0959,2,0.0639
Grafo4,0,13,0.0793,0.0841,0.0265,69,7,0.1429,0.6129,0.0959,2,0.0639
Grafo4,0,14,0.055,0.0488,0.0196,80,7,0.1429,0.6129,0.0959,2,0.0639
Grafo4,0,15,0.0591,0.044,0.0298,71,7,0.1429,0.6129,0.0959,2,0.0639
Grafo4,0,16,0.0576,0.05,0.0175,73,7,0.1429,0.6129,0.0959,2,0.0639
Grafo4,0,17,0.0471,0.046,0.0196,48,7,0.1429,0.6129,0.0959,2,0.0639
Grafo4,0,18,0.0923,0.1031,0.0377,41,7,0.1429,0.6129,0.0959,2,0.0639
Grafo4,0,19,0.0792,0.072,0.0356,53,7,0.1429,0.6129,0.0959,2,0.0639
Grafo4,1,0,0.0452,0.031,0.022,49,5,0.4,0.5429,0.0283,3,0.0467
Grafo4,1,2,0.0218,0.0208,0.002,49,5,0.4,0.5429,0.0283,3,0.0467
Grafo4,1,3,0.0777,0.068,0.0344,33,5,0.4,0.5429,0.0283,3,0.0467
Grafo4,1,4,0.0922,0.0781,0.0482,49,5,0.4,0.5429,0.0283,3,0.0467
Grafo4,1,5,0.1064,0.0961,0.0534,47,5,0.4,0.5429,0.0283,3,0.0467
Grafo4,1,6,0.0495,0.0273,0.0361,49,5,0.4,0.5429,0.0283,3,0.0467
Grafo4,1,7,0.0348,0.028,0.0139,49,5,0.4,0.5429,0.0283,3,0.0467
Grafo4,1,8,0.0712,0.066,0.0316,49,5,0.4,0.5429,0.0283,3,0.0467
Grafo4,1,9,0.0288,0.028,0.0026,32,5,0.4,0.5429,0.0283,3,0.0467
Grafo4,1,10,0.0364,0.036,0.0057,37,5,0.4,0.5429,0.0283,3,0.0467
Grafo4,1,11,0.0545,0.0358,0.0269,49,5,0.4,0.5429,0.0283,3,0.0467
Grafo4,1,12,0.0296,0.0285,0.0023,49,5,0.4,0.5429,0.0283,3,0.0467
Grafo4,1,13,0.0573,0.0625,0.0175,49,5,0.4,0.5429,0.0283,3,0.0467
Grafo4,1,14,0.03,0.0241,0.0097,49,5,0.4,0.5429,0.0283,3,0.0467
Grafo4,1,15,0.0275,0.028,0.0024,49,5,0.4,0.5429,0.0283,3,0.0467
Grafo4,1,16,0.0272,0.028,0.002,49,5,0.4,0.5429,0.0283,3,0.0467
Grafo4,1,17,0.0564,0.044,0.0245,48,5,0.4,0.5429,0.0283,3,0.0467
Grafo4,1,18,0.0456,0.036,0.0179,41,5,0.4,0.5429,0.0283,3,0.0467
Grafo4,1,19,0.0277,0.028,0.004,49,5,0.4,0.5429,0.0283,3,0.0467
Grafo4,2,0,0.0869,0.0913,0.0461,78,7,0.2857,0.5429,0.0828,3,0.0643
Grafo4,2,1,0.0701,0.0504,0.0469,49,7,0.2857,0.5429,0.0828,3,0.0643
Grafo4,2,3,0.0304,0.0285,0.005,33,7,0.2857,0.5429,0.0828,3,0.0643
Grafo4,2,4,0.0524,0.0461,0.0181,54,7,0.2857,0.5429,0.0828,3,0.0643
Grafo4,2,5,0.0597,0.0508,0.0246,47,7,0.2857,0.5429,0.0828,3,0.0643
Grafo4,2,6,0.0961,0.0879,0.0542,68,7,0.2857,0.5429,0.0828,3,0.0643
Grafo4,2,7,0.0784,0.0907,0.0211,60,7,0.2857,0.5429,0.0828,3,0.0643
Grafo4,2,8,0.0692,0.07,0.0295,64,7,0.2857,0.5429,0.0828,3,0.0643
Grafo4,2,9,0.0752,0.0541,0.0489,32,7,0.2857,0.5429,0.0828,3,0.0643
Grafo4,2,10,0.0365,0.036,0.002,37,7,0.2857,0.5429,0.0828,3,0.0643
Grafo4,2,11,0.0751,0.0615,0.0473,78,7,0.2857,0.5429,0.0828,3,0.0643
Grafo4,2,12,0.0431,0.0416,0.0179,55,7,0.2857,0.5429,0.0828,3,0.0643
Grafo4,2,13,0.0409,0.0343,0.0181,69,7,0.2857,0.5429,0.0828,3,0.0643
Grafo4,2,14,0.0464,0.0365,0.0248,78,7,0.2857,0.5429,0.0828,3,0.0643
Grafo4,2,15,0.0604,0.0503,0.0223,71,7,0.2857,0.5429,0.0828,3,0.0643
Grafo4,2,16,0.0488,0.044,0.0132,73,7,0.2857,0.5429,0.0828,3,0.0643
Grafo4,2,17,0.084,0.0791,0.0434,48,7,0.2857,0.5429,0.0828,3,0.0643
Grafo4,2,18,0.035,0.03,0.0146,41,7,0.2857,0.5429,0.0828,3,0.0643
Grafo4,2,19,0.0841,0.0781,0.0317,53,7,0.2857,0.5429,0.0828,3,0.0643
Grafo4,3,0,0.0212,0.02,0.0034,33,3,0.3333,0.475,0.0155,3,0.0317
Grafo4,3,1,0.0734,0.0583,0.041,33,3,0.3333,0.475,0.0155,3,0.0317
Grafo4,3,2,0.0373,0.0243,0.0275,33,3,0.3333,0.475,0.0155,3,0.0317
Grafo4,3,4,0.026,0.024,0.0028,33,3,0.3333,0.475,0.0155,3,0.0317
Grafo4,3,5,0.0204,0.02,0.0018,33,3,0.3333,0.475,0.0155,3,0.0317
Grafo4,3,6,0.0248,0.024,0.0033,33,3,0.3333,0.475,0.0155,3,0.0317
Grafo4,3,7,0.0372,0.028,0.0168,33,3,0.3333,0.475,0.0155,3,0.0317
Grafo4,3,8,0.0961,0.0861,0.0318,33,3,0.3333,0.475,0.0155,3,0.0317
Grafo4,3,9,0.076,0.09,0.0339,32,3,0.3333,0.475,0.0155,3,0.0317
Grafo4,3,10,0.0545,0.0321,0.0376,33,3,0.3333,0.475,0.0155,3,0.0317
Grafo4,3,11,0.0233,0.024,0.0017,33,3,0.3333,0.475,0.0155,3,0.0317
Grafo4,3,12,0.0642,0.0541,0.0406,33,3,0.3333,0.475,0.0155,3,0.0317
Grafo4,3,13,0.0316,0.0265,0.0137,33,3,0.3333,0.475,0.0155,3,0.0317
Grafo4,3,14,0.024,0.024,0.0031,33,3,0.3333,0.475,0.0155,3,0.0317
Grafo4,3,15,0.0444,0.0508,0.0147,33,3,0.3333,0.475,0.0155,3,0.0317
Grafo4,3,16,0.0417,0.0278,0.0304,33,3,0.3333,0.475,0.0155,3,0.0317
Grafo4,3,17,0.04,0.028,0.0174,33,3,0.3333,0.475,0.0155,3,0.0317
Grafo4,3,18,0.0697,0.0559,0.0477,33,3,0.3333,0.475,0.0155,3,0.0317
Grafo4,3,19,0.0208,0.02,0.0026,33,3,0.3333,0.475,0.0155,3,0.0317
Grafo4,4,0,0.0236,0.024,0.0014,54,5,0.2,0.5278,0.0627,3,0.0495
Grafo4,4,1,0.0672,0.072,0.0204,49,5,0.2,0.5278,0.0627,3,0.0495
Grafo4,4,2,0.0452,0.0321,0.0188,54,5,0.2,0.5278,0.0627,3,0.0495
Grafo4,4,3,0.0649,0.0648,0.0239,33,5,0.2,0.5278,0.0627,3,0.0495
Grafo4,4,5,0.0489,0.04,0.0187,47,5,0.2,0.5278,0.0627,3,0.0495
Grafo4,4,6,0.0745,0.0739,0.0409,54,5,0.2,0.5278,0.0627,3,0.0495
Grafo4,4,7,0.0322,0.032,0.0025,54,5,0.2,0.5278,0.0627,3,0.0495
Grafo4,4,8,0.0428,0.0373,0.0141,54,5,0.2,0.5278,0.0627,3,0.0495
Grafo4,4,9,0.046,0.0501,0.0167,32,5,0.2,0.5278,0.0627,3,0.0495
Grafo4,4,10,0.0909,0.0893,0.0194,37,5,0.2,0.5278,0.0627,3,0.0495
Grafo4,4,11,0.0556,0.0541,0.0223,54,5,0.2,0.5278,0.0627,3,0.0495
Grafo4,4,12,0.0822,0.0378,0.0671,54,5,0.2,0.5278,0.0627,3,0.0495
Grafo4,4,13,0.0311,0.032,0.0022,54,5,0.2,0.5278,0.0627,3,0.0495
Grafo4,4,14,0.0279,0.028,0.001,54,5,0.2,0.5278,0.0627,3,0.0495
Grafo4,4,15,0.046,0.038,0.0192,54,5,0.2,0.5278,0.0627,3,0.0495
Grafo4,4,16,0.0432,0.0321,0.0169,54,5,0.2,0.5278,0.0627,3,0.0495
Grafo4,4,17,0.0621,0.064,0.0261,48,5,0.2,0.5278,0.0627,3,0.0495
Grafo4,4,18,0.0336,0.0336,0.0053,41,5,0.2,0.5278,0.0627,3,0.0495
Grafo4,4,19,0.0848,0.0535,0.0629,53,5,0.2,0.5278,0.0627,3,0.0495
Grafo4,5,0,0.034,0.0245,0.0145,47,4,0.1667,0.5135,0.0214,3,0.0396
Grafo4,5,1,0.0857,0.1041,0.0385,47,4,0.1667,0.5135,0.0214,3,0.0396
Grafo4,5,2,0.0357,0.0285,0.0143,47,4,0.1667,0.5135,0.0214,3,0.0396
Grafo4,5,3,0.0286,0.024,0.0103,33,4,0.1667,0.5135,0.0214,3,0.0396
Grafo4,5,4,0.0596,0.033,0.0396,47,4,0.1667,0.5135,0.0214,3,0.0396
Grafo4,5,6,0.0265,0.0246,0.0031,47,4,0.1667,0.5135,0.0214,3,0.0396
Grafo4,5,7,0.028,0.028,0.0025,47,4,0.1667,0.5135,0.0214,3,0.0396
Grafo4,5,8,0.0392,0.0318,0.0143,47,4,0.1667,0.5135,0.0214,3,0.0396
Grafo4,5,9,0.034,0.0273,0.0121,32,4,0.1667,0.5135,0.0214,3,0.0396
Grafo4,5,10,0.0813,0.0826,0.0128,37,4,0.1667,0.5135,0.0214,3,0.0396
Grafo4,5,11,0.0812,0.0756,0.0437,47,4,0.1667,0.5135,0.0214,3,0.0396
Grafo4,5,12,0.0531,0.0335,0.0361,47,4,0.1667,0.5135,0.0214,3,0.0396
Grafo4,5,13,0.0369,0.0345,0.0134,47,4,0.1667,0.5135,0.0214,3,0.0396
Grafo4,5,14,0.0258,0.0284,0.0062,47,4,0.1667,0.5135,0.0214,3,0.0396
Grafo4,5,15,0.0524,0.06,0.0214,47,4,0.1667,0.5135,0.0214,3,0.0396
Grafo4,5,16,0.0681,0.0693,0.0027,47,4,0.1667,0.5135,0.0214,3,0.0396
Grafo4,5,17,0.038,0.028,0.0163,47,4,0.1667,0.5135,0.0214,3,0.0396
Grafo4,5,18,0.0428,0.04,0.0152,41,4,0.1667,0.5135,0.0214,3,0.0396
Grafo4,5,19,0.0332,0.0317,0.0064,47,4,0.1667,0.5135,0.0214,3,0.0396
Grafo4,6,0,0.0671,0.0741,0.0211,68,6,0.2667,0.5758,0.0451,3,0.0541
Grafo4,6,1,0.0728,0.0661,0.0334,49,6,0.2667,0.5758,0.0451,3,0.0541
Grafo4,6,2,0.05,0.0388,0.0228,68,6,0.2667,0.5758,0.0451,3,0.0541
Grafo4,6,3,0.0753,0.0449,0.0536,33,6,0.2667,0.5758,0.0451,3,0.0541
Grafo4,6,4,0.038,0.0368,0.0023,54,6,0.2667,0.5758,0.0451,3,0.0541
Grafo4,6,5,0.0669,0.036,0.0561,47,6,0.2667,0.5758,0.0451,3,0.0541
Grafo4,6,7,0.0332,0.032,0.0059,60,6,0.2667,0.5758,0.0451,3,0.0541
Grafo4,6,8,0.0802,0.082,0.0173,64,6,0.2667,0.5758,0.0451,3,0.0541
Grafo4,6,9,0.0639,0.0665,0.0284,32,6,0.2667,0.5758,0.0451,3,0.0541
Grafo4,6,10,0.0491,0.0477,0.0156,37,6,0.2667,0.5758,0.0451,3,0.0541
Grafo4,6,11,0.0357,0.0319,0.0081,68,6,0.2667,0.5758,0.0451,3,0.0541
Grafo4,6,12,0.0574,0.044,0.036,55,6,0.2667,0.5758,0.0451,3,0.0541
Grafo4,6,13,0.0468,0.038,0.0223,68,6,0.2667,0.5758,0.0451,3,0.0541
Grafo4,6,14,0.0332,0.032,0.0026,68,6,0.2667,0.5758,0.0451,3,0.0541
Grafo4,6,15,0.0687,0.0521,0.0354,68,6,0.2667,0.5758,0.0451,3,0.0541
Grafo4,6,16,0.0608,0.0665,0.0161,68,6,0.2667,0.5758,0.0451,3,0.0541
Grafo4,6,17,0.0548,0.052,0.0239,48,6,0.2667,0.5758,0.0451,3,0.0541
Grafo4,6,18,0.0296,0.024,0.012,41,6,0.2667,0.5758,0.0451,3,0.0541
Grafo4,6,19,0.0788,0.0756,0.0379,53,6,0.2667,0.5758,0.0451,3,0.0541
Grafo4,7,0,0.0392,0.031,0.0167,60,5,0.4,0.5278,0.0318,3,0.0466
Grafo4,7,1,0.0736,0.0841,0.0393,49,5,0.4,0.5278,0.0318,3,0.0466
Grafo4,7,2,0.03,0.03,0.0021,60,5,0.4,0.5278,0.0318,3,0.0466
Grafo4,7,3,0.0695,0.0643,0.0169,33,5,0.4,0.5278,0.0318,3,0.0466
Grafo4,7,4,0.1001,0.094,0.0459,54,5,0.4,0.5278,0.0318,3,0.0466
Grafo4,7,5,0.0412,0.034,0.0181,47,5,0.4,0.5278,0.0318,3,0.0466
Grafo4,7,6,0.0368,0.032,0.013,60,5,0.4,0.5278,0.0318,3,0.0466
Grafo4,7,8,0.0542,0.0368,0.0291,60,5,0.4,0.5278,0.0318,3,0.0466
Grafo4,7,9,0.036,0.036,0.0022,32,5,0.4,0.5278,0.0318,3,0.0466
Grafo4,7,10,0.0592,0.0421,0.0239,37,5,0.4,0.5278,0.0318,3,0.0466
Grafo4,7,11,0.0488,0.0435,0.0195,60,5,0.4,0.5278,0.0318,3,0.0466
Grafo4,7,12,0.0292,0.028,0.0018,55,5,0.4,0.5278,0.0318,3,0.0466
Grafo4,7,13,0.0524,0.05,0.0231,60,5,0.4,0.5278,0.0318,3,0.0466
Grafo4,7,14,0.0292,0.028,0.0026,60,5,0.4,0.5278,0.0318,3,0.0466
Grafo4,7,15,0.0432,0.0358,0.0177,60,5,0.4,0.5278,0.0318,3,0.0466
Grafo4,7,16,0.0468,0.036,0.021,60,5,0.4,0.5278,0.0318,3,0.0466
Grafo4,7,17,0.0817,0.0781,0.0135,48,5,0.4,0.5278,0.0318,3,0.0466
Grafo4,7,18,0.0468,0.04,0.0204,41,5,0.4,0.5278,0.0318,3,0.0466
Grafo4,7,19,0.0684,0.07,0.0041,53,5,0.4,0.5278,0.0318,3,0.0466
Grafo4,8,0,0.0493,0.0321,0.0264,64,6,0.3333,0.5278,0.0683,3,0.0561
Grafo4,8,1,0.0625,0.0613,0.033,49,6,0.3333,0.5278,0.0683,3,0.0561
Grafo4,8,2,0.04,0.0345,0.0131,64,6,0.3333,0.5278,0.0683,3,0.0561
Grafo4,8,3,0.0274,0.028,0.0053,33,6,0.3333,0.5278,0.0683,3,0.0561
Grafo4,8,4,0.0781,0.0738,0.0409,54,6,0.3333,0.5278,0.0683,3,0.0561
Grafo4,8,5,0.0387,0.0343,0.0123,47,6,0.3333,0.5278,0.0683,3,0.0561
Grafo4,8,6,0.0394,0.036,0.0116,64,6,0.3333,0.5278,0.0683,3,0.0561
Grafo4,8,7,0.0682,0.0481,0.0426,60,6,0.3333,0.5278,0.0683,3,0.0561
Grafo4,8,9,0.0484,0.0366,0.0202,32,6,0.3333,0.5278,0.0683,3,0.0561
Grafo4,8,10,0.0625,0.0568,0.0238,37,6,0.3333,0.5278,0.0683,3,0.0561
Grafo4,8,11,0.078,0.0828,0.0335,64,6,0.3333,0.5278,0.0683,3,0.0561
Grafo4,8,12,0.098,0.076,0.0378,55,6,0.3333,0.5278,0.0683,3,0.0561
Grafo4,8,13,0.0381,0.035,0.0112,64,6,0.3333,0.5278,0.0683,3,0.0561
Grafo4,8,14,0.0448,0.0338,0.0204,64,6,0.3333,0.5278,0.0683,3,0.0561
Grafo4,8,15,0.063,0.0383,0.0436,64,6,0.3333,0.5278,0.0683,3,0.0561
Grafo4,8,16,0.042,0.032,0.0173,64,6,0.3333,0.5278,0.0683,3,0.0561
Grafo4,8,17,0.0479,0.0348,0.0248,48,6,0.3333,0.5278,0.0683,3,0.0561
Grafo4,8,18,0.0374,0.028,0.0152,41,6,0.3333,0.5278,0.0683,3,0.0561
Grafo4,8,19,0.0453,0.0383,0.018,53,6,0.3333,0.5278,0.0683,3,0.0561
Grafo4,9,0,0.0294,0.024,0.0121,32,3,0.3333,0.4318,0.017,3,0.0333
Grafo4,9,1,0.0269,0.028,0.0018,32,3,0.3333,0.4318,0.017,3,0.0333
Grafo4,9,2,0.0444,0.0485,0.0153,32,3,0.3333,0.4318,0.017,3,0.0333
Grafo4,9,3,0.0312,0.024,0.0149,32,3,0.3333,0.4318,0.017,3,0.0333
Grafo4,9,4,0.024,0.02,0.0077,32,3,0.3333,0.4318,0.017,3,0.0333
Grafo4,9,5,0.0737,0.0621,0.0294,32,3,0.3333,0.4318,0.017,3,0.0333
Grafo4,9,6,0.0413,0.024,0.0278,32,3,0.3333,0.4318,0.017,3,0.0333
Grafo4,9,7,0.0291,0.028,0.0072,32,3,0.3333,0.4318,0.017,3,0.0333
Grafo4,9,8,0.0592,0.06,0.0065,32,3,0.3333,0.4318,0.017,3,0.0333
Grafo4,9,10,0.0602,0.06,0.0371,32,3,0.3333,0.4318,0.017,3,0.0333
Grafo4,9,11,0.0652,0.0493,0.0405,32,3,0.3333,0.4318,0.017,3,0.0333
Grafo4,9,12,0.0212,0.0203,0.0016,32,3,0.3333,0.4318,0.017,3,0.0333
Grafo4,9,13,0.0284,0.0245,0.007,32,3,0.3333,0.4318,0.017,3,0.0333
Grafo4,9,14,0.0605,0.0623,0.0193,32,3,0.3333,0.4318,0.017,3,0.0333
Grafo4,9,15,0.0238,0.022,0.0062,32,3,0.3333,0.4318,0.017,3,0.0333
Grafo4,9,16,0.0252,0.024,0.0055,32,3,0.3333,0.4318,0.017,3,0.0333
Grafo4,9,17,0.0464,0.0503,0.0168,32,3,0.3333,0.4318,0.017,3,0.0333
Grafo4,9,18,0.0452,0.0343,0.0349,32,3,0.3333,0.4318,0.017,3,0.0333
Grafo4,9,19,0.0459,0.0493,0.012,32,3,0.3333,0.4318,0.017,3,0.0333
Grafo4,10,0,0.0359,0.028,0.0197,37,3,0.3333,0.4524,0.0272,3,0.0333
Grafo4,10,1,0.0424,0.034,0.0177,37,3,0.3333,0.4524,0.0272,3,0.0333
Grafo4,10,2,0.0581,0.0561,0.0037,37,3,0.3333,0.4524,0.0272,3,0.0333
Grafo4,10,3,0.0332,0.028,0.0142,33,3,0.3333,0.4524,0.0272,3,0.0333
Grafo4,10,4,0.026,0.024,0.0049,37,3,0.3333,0.4524,0.0272,3,0.0333
Grafo4,10,5,0.0576,0.056,0.0065,37,3,0.3333,0.4524,0.0272,3,0.0333
Grafo4,10,6,0.0267,0.0255,0.0052,37,3,0.3333,0.4524,0.0272,3,0.0333
Grafo4,10,7,0.0371,0.028,0.0162,37,3,0.3333,0.4524,0.0272,3,0.0333
Grafo4,10,8,0.0564,0.0616,0.0242,37,3,0.3333,0.4524,0.0272,3,0.0333
Grafo4,10,9,0.0681,0.0614,0.0264,32,3,0.3333,0.4524,0.0272,3,0.0333
Grafo4,10,11,0.0539,0.05,0.0339,37,3,0.3333,0.4524,0.0272,3,0.0333
Grafo4,10,12,0.0264,0.0245,0.0063,37,3,0.3333,0.4524,0.0272,3,0.0333
Grafo4,10,13,0.0351,0.028,0.0149,37,3,0.3333,0.4524,0.0272,3,0.0333
Grafo4,10,14,0.0256,0.0248,0.0021,37,3,0.3333,0.4524,0.0272,3,0.0333
Grafo4,10,15,0.0368,0.0288,0.0161,37,3,0.3333,0.4524,0.0272,3,0.0333
Grafo4,10,16,0.0308,0.0265,0.0127,37,3,0.3333,0.4524,0.0272,3,0.0333
Grafo4,10,17,0.0604,0.0641,0.0135,37,3,0.3333,0.4524,0.0272,3,0.0333
Grafo4,10,18,0.0281,0.028,0.002,37,3,0.3333,0.4524,0.0272,3,0.0333
Grafo4,10,19,0.0883,0.0761,0.0357,37,3,0.3333,0.4524,0.0272,3,0.0333
Grafo4,11,0,0.0581,0.0358,0.0439,78,7,0.381,0.5588,0.0543,3,0.0626
Grafo4,11,1,0.0764,0.0361,0.0601,49,7,0.381,0.5588,0.0543,3,0.0626
Grafo4,11,2,0.0621,0.0628,0.0218,78,7,0.381,0.5588,0.0543,3,0.0626
Grafo4,11,3,0.0332,0.0281,0.0102,33,7,0.381,0.5588,0.0543,3,0.0626
Grafo4,11,4,0.0508,0.0401,0.0214,54,7,0.381,0.5588,0.0543,3,0.0626
Grafo4,11,5,0.048,0.036,0.0193,47,7,0.381,0.5588,0.0543,3,0.0626
Grafo4,11,6,0.0452,0.0368,0.018,68,7,0.381,0.5588,0.0543,3,0.0626
Grafo4,11,7,0.0737,0.0656,0.0255,60,7,0.381,0.5588,0.0543,3,0.0626
Grafo4,11,8,0.0426,0.039,0.0147,64,7,0.381,0.5588,0.0543,3,0.0626
Grafo4,11,9,0.0308,0.0296,0.0041,32,7,0.381,0.5588,0.0543,3,0.0626
Grafo4,11,10,0.0392,0.0321,0.0147,37,7,0.381,0.5588,0.0543,3,0.0626
Grafo4,11,12,0.0544,0.036,0.0251,55,7,0.381,0.5588,0.0543,3,0.0626
Grafo4,11,13,0.0739,0.075,0.0344,69,7,0.381,0.5588,0.0543,3,0.0626
Grafo4,11,14,0.0368,0.0361,0.0016,78,7,0.381,0.5588,0.0543,3,0.0626
Grafo4,11,15,0.0388,0.038,0.0031,71,7,0.381,0.5588,0.0543,3,0.0626
Grafo4,11,16,0.0528,0.046,0.0175,73,7,0.381,0.5588,0.0543,3,0.0626
Grafo4,11,17,0.0792,0.0698,0.0381,48,7,0.381,0.5588,0.0543,3,0.0626
Grafo4,11,18,0.0248,0.024,0.0023,41,7,0.381,0.5588,0.0543,3,0.0626
Grafo4,11,19,0.1012,0.082,0.0524,53,7,0.381,0.5588,0.0543,3,0.0626
Grafo4,12,0,0.0857,0.082,0.0419,55,5,0.4,0.5278,0.0236,3,0.0469
Grafo4,12,1,0.0414,0.032,0.0168,49,5,0.4,0.5278,0.0236,3,0.0469
Grafo4,12,2,0.0904,0.0791,0.0311,55,5,0.4,0.5278,0.0236,3,0.0469
Grafo4,12,3,0.0256,0.0241,0.0026,33,5,0.4,0.5278,0.0236,3,0.0469
Grafo4,12,4,0.0548,0.0443,0.0214,54,5,0.4,0.5278,0.0236,3,0.0469
Grafo4,12,5,0.044,0.0321,0.0202,47,5,0.4,0.5278,0.0236,3,0.0469
Grafo4,12,6,0.0356,0.029,0.0134,55,5,0.4,0.5278,0.0236,3,0.0469
Grafo4,12,7,0.0504,0.0487,0.0192,55,5,0.4,0.5278,0.0236,3,0.0469
Grafo4,12,8,0.044,0.032,0.0304,55,5,0.4,0.5278,0.0236,3,0.0469
Grafo4,12,9,0.028,0.028,0.0022,32,5,0.4,0.5278,0.0236,3,0.0469
Grafo4,12,10,0.0663,0.04,0.054,37,5,0.4,0.5278,0.0236,3,0.0469
Grafo4,12,11,0.0331,0.032,0.0045,55,5,0.4,0.5278,0.0236,3,0.0469
Grafo4,12,13,0.0267,0.027,0.005,55,5,0.4,0.5278,0.0236,3,0.0469
Grafo4,12,14,0.0556,0.0638,0.0158,55,5,0.4,0.5278,0.0236,3,0.0469
Grafo4,12,15,0.0401,0.036,0.0129,55,5,0.4,0.5278,0.0236,3,0.0469
Grafo4,12,16,0.0439,0.0345,0.0178,55,5,0.4,0.5278,0.0236,3,0.0469
Grafo4,12,17,0.0509,0.0401,0.022,48,5,0.4,0.5278,0.0236,3,0.0469
Grafo4,12,18,0.0412,0.0395,0.0111,41,5,0.4,0.5278,0.0236,3,0.0469
Grafo4,12,19,0.0649,0.034,0.0513,53,5,0.4,0.5278,0.0236,3,0.0469
Grafo4,13,0,0.0484,0.0408,0.0164,69,6,0.2667,0.5588,0.0488,3,0.0547
Grafo4,13,1,0.034,0.0353,0.004,49,6,0.2667,0.5588,0.0488,3,0.0547
